"liveness","loudness","danceability","song_duration_ms","time_signature","audio_valence","energy","tempo","acousticness","speechiness","key","instrumentalness","audio_mode","song_popularity","time_signature_cat"
"mig",-24.595,0.394,285866,4,0.0932,0.0826,"ràpid","acustic",0.0392,2,"sense_veu",1,64,"4"
"en_viu",-5.991,0.646,213309,4,0.78,0.725,"mitjà","no_acustic",0.0394,9,"sense_veu",1,98,"4"
"mig",-6.84,0.542,189493,4,0.341,0.63,"lent","mig_acustic",0.162,11,"sense_veu",1,46,"4"
"en_viu",-6.443,0.739,159466,4,0.767,0.477,"mitjà","no_acustic",0.0345,7,"molta_veu",1,10,"4"
"en_viu",-5.436,0.527,210226,4,0.445,0.978,"ràpid","no_acustic",0.109,8,"sense_veu",0,73,"4"
"en_viu",-2.605,0.72,198093,4,0.808,0.907,"mitjà","mig_acustic",0.0326,6,"sense_veu",0,56,"4"
"en_viu",-7.608,0.486,94540,4,0.293,0.468,"mitjà","mig_acustic",0.0425,0,"sense_veu",1,55,"4"
"gravada",-21.672,0.172,177464,5,0.0417,0.103,"lent","acustic",0.0408,0,"molta_veu",1,55,"5"
"en_viu",-3.887,0.499,276040,4,0.26,0.852,"ràpid","no_acustic",0.267,9,"sense_veu",0,73,"4"
"en_viu",-3.883,0.725,204022,4,0.859,0.834,"mitjà","mig_acustic",0.037,5,"sense_veu",0,80,"4"
"en_viu",-15.584,0.643,159102,1,0.669,0.213,"ràpid","acustic",0.0324,4,"sense_veu",1,62,"1"
"en_viu",-10.325,0.901,132000,4,0.329,0.0892,"lent","no_acustic",0.33,2,"sense_veu",1,99,"4"
"mig",-5.025,0.69,210090,4,0.544,0.622,"lent","mig_acustic",0.0622,5,"sense_veu",0,84,"4"
"en_viu",-6.221,0.83,275560,4,0.376,0.577,"lent","acustic",0.0468,11,"sense_veu",1,56,"4"
"gravada",-10.319,0.699,193761,4,0.484,0.583,"mitjà","mig_acustic",0.035,6,"sense_veu",1,68,"4"
"mig",-8.524,0.675,334106,4,0.522,0.203,"lent","acustic",0.0668,9,"sense_veu",0,68,"4"
"en_viu",-4.813,0.743,231173,4,0.62,0.816,"mitjà","no_acustic",0.0414,4,"sense_veu",1,77,"4"
"mig",-5.534,0.368,209520,4,0.553,0.869,"ràpid","no_acustic",0.0828,5,"sense_veu",1,58,"4"
"en_viu",-6.288,0.436,404413,4,0.6,0.713,"mitjà","mig_acustic",0.0373,2,"sense_veu",1,58,"4"
"en_viu",-6.773,0.593,241013,4,0.473,0.713,"ràpid","no_acustic",0.0504,3,"poca_veu",1,59,"4"
"mig",-8.585,0.556,207800,4,0.137,0.444,"lent","acustic",0.0276,9,"sense_veu",1,34,"4"
"en_viu",-9.397,0.497,225230,4,0.104,0.677,"lent","mig_acustic",0.0266,6,"sense_veu",1,72,"4"
"en_viu",-4.802,0.262,198867,4,0.468,0.881,"mitjà","no_acustic",0.0345,2,"sense_veu",1,44,"4"
"mig",-4.757,0.779,170666,4,0.55,0.786,"ràpid","mig_acustic",0.0534,2,"sense_veu",1,45,"4"
"mig",-6.431,0.744,230761,4,0.201,0.486,"mitjà","no_acustic",0.0311,10,"sense_veu",0,89,"4"
"gravada",-6.942,0.77,286200,4,0.414,0.271,"lent","mig_acustic",0.0399,0,"sense_veu",1,51,"4"
"en_viu",-3.212,0.615,180853,4,0.437,0.763,"mitjà","mig_acustic",0.0485,6,"sense_veu",1,67,"4"
"mig",-11.587,0.591,257266,4,0.36,0.513,"lent","acustic",0.0858,11,"sense_veu",0,60,"4"
"gravada",-5.904,0.71,256622,4,0.458,0.508,"mitjà","mig_acustic",0.149,6,"sense_veu",0,65,"4"
"en_viu",-6.989,0.66,188613,3,0.324,0.496,"mitjà","no_acustic",0.0333,0,"sense_veu",1,51,"3"
"mig",-8.098,0.232,160826,4,0.667,0.818,"ràpid","no_acustic",0.0448,11,"sense_veu",1,48,"4"
"gravada",-7.335,0.509,252866,4,0.244,0.724,"lent","acustic",0.0572,7,"sense_veu",1,78,"4"
"gravada",-6.518,0.565,224280,4,0.229,0.864,"lent","acustic",0.179,7,"sense_veu",0,24,"4"
"gravada",-6.246,0.515,175200,4,0.892,0.603,"ràpid","acustic",0.0318,10,"sense_veu",1,37,"4"
"en_viu",-9.545,0.441,208226,3,0.105,0.532,"ràpid","acustic",0.0449,2,"sense_veu",1,79,"3"
"mig",-6.089,0.614,202226,4,0.651,0.816,"lent","acustic",0.199,2,"molta_veu",0,40,"4"
"gravada",-8.455,0.631,308946,4,0.171,0.441,"mitjà","no_acustic",0.075,5,"sense_veu",0,57,"4"
"mig",-4.876,0.718,270883,4,0.888,0.847,"lent","acustic",0.29,2,"sense_veu",1,19,"4"
"en_viu",-9.196,0.77,290226,4,0.716,0.611,"lent","acustic",0.0721,9,"sense_veu",1,56,"4"
"mig",-5.399,0.519,192826,4,0.243,0.738,"lent","mig_acustic",0.0263,6,"sense_veu",1,51,"4"
"gravada",-8.248,0.805,348318,4,0.173,0.644,"lent","mig_acustic",0.0521,1,"molta_veu",1,53,"4"
"gravada",-11.267,0.465,372973,4,0.657,0.744,"mitjà","no_acustic",0.0338,8,"molta_veu",1,19,"4"
"gravada",-5.22,0.839,135016,4,0.0644,0.473,"lent","acustic",0.0607,10,"sense_veu",0,65,"4"
"gravada",-7.269,0.646,211306,4,0.412,0.506,"ràpid","mig_acustic",0.0307,10,"sense_veu",0,46,"4"
"en_viu",-4.19,0.285,241040,4,0.902,0.917,"ràpid","no_acustic",0.0395,9,"sense_veu",1,67,"4"
"en_viu",-9.545,0.476,208226,3,0.105,0.379,"ràpid","acustic",0.0286,5,"sense_veu",1,79,"3"
"en_viu",-7.539,0.684,169612,4,0.398,0.47,"lent","mig_acustic",0.044,2,"sense_veu",0,65,"4"
"mig",-7.861,0.621,136000,4,0.287,0.551,"ràpid","acustic",0.0501,1,"sense_veu",1,37,"4"
"mig",-5.867,0.66,211533,4,0.458,0.927,"ràpid","acustic",0.0454,5,"sense_veu",0,60,"4"
"mig",-10.123,0.329,433520,4,0.189,0.306,"ràpid","acustic",0.0327,2,"sense_veu",0,68,"4"
"gravada",-5.425,0.636,198213,3,0.611,0.971,"ràpid","mig_acustic",0.0535,9,"sense_veu",1,16,"3"
"en_viu",-2.555,0.711,229840,4,0.619,0.847,"mitjà","mig_acustic",0.0787,1,"sense_veu",0,68,"4"
"en_viu",-2.588,0.71,232800,4,0.875,0.882,"ràpid","no_acustic",0.322,4,"sense_veu",0,67,"4"
"en_viu",-5.114,0.673,167426,4,0.749,0.84,"ràpid","mig_acustic",0.0381,11,"sense_veu",1,53,"4"
"mig",-8.768,0.625,92333,4,0.555,0.291,"lent","mig_acustic",0.272,1,"sense_veu",1,70,"4"
"gravada",-5.881,0.766,202105,4,0.78,0.861,"lent","mig_acustic",0.0323,11,"sense_veu",0,83,"4"
"gravada",-8.308,0.462,575200,4,0.53,0.62,"mitjà","acustic",0.0339,2,"sense_veu",1,43,"4"
"mig",-7.114,0.755,174860,4,0.374,0.625,"ràpid","acustic",0.0896,2,"sense_veu",1,87,"4"
"en_viu",-3.833,0.416,190000,4,0.677,0.863,"ràpid","no_acustic",0.0503,8,"sense_veu",1,55,"4"
"gravada",-5.066,0.593,198000,4,0.477,0.829,"ràpid","no_acustic",0.0763,7,"sense_veu",1,42,"4"
"mig",-6.442,0.669,196400,4,0.333,0.598,"mitjà","no_acustic",0.0286,4,"sense_veu",0,97,"4"
"en_viu",-3.95,0.507,177464,4,0.657,0.907,"ràpid","no_acustic",0.0672,10,"sense_veu",0,67,"4"
"mig",-5.968,0.799,280853,4,0.816,0.878,"mitjà","mig_acustic",0.0342,1,"sense_veu",1,71,"4"
"gravada",-4.807,0.565,225611,4,0.35,0.892,"ràpid","no_acustic",0.0897,1,"sense_veu",0,59,"4"
"en_viu",-7.873,0.539,230693,4,0.752,0.884,"lent","acustic",0.0403,9,"sense_veu",1,73,"4"
"mig",-4.882,0.544,180897,4,0.319,0.557,"ràpid","mig_acustic",0.0495,6,"sense_veu",0,90,"4"
"en_viu",-7.755,0.518,188986,4,0.47,0.792,"ràpid","mig_acustic",0.248,1,"sense_veu",0,59,"4"
"gravada",-3.916,0.678,235093,4,0.913,0.794,"mitjà","no_acustic",0.249,4,"poca_veu",1,59,"4"
"en_viu",-1.976,0.468,195389,4,0.698,0.939,"ràpid","no_acustic",0.112,11,"sense_veu",1,51,"4"
"mig",-7.552,0.489,141583,4,0.946,0.64,"ràpid","acustic",0.0424,3,"sense_veu",1,39,"4"
"gravada",-8.227,0.564,183706,4,0.633,0.569,"ràpid","mig_acustic",0.063,4,"sense_veu",1,47,"4"
"mig",-7.711,0.63,356400,4,0.387,0.901,"mitjà","mig_acustic",0.0526,6,"sense_veu",1,77,"4"
"mig",-5.721,0.606,191258,4,0.435,0.758,"mitjà","no_acustic",0.027,5,"sense_veu",0,49,"4"
"mig",-4.296,0.832,152000,4,0.832,0.63,"ràpid","mig_acustic",0.395,3,"sense_veu",1,90,"4"
"gravada",-12.751,0.684,202500,4,0.853,0.423,"mitjà","acustic",0.0331,6,"sense_veu",1,54,"4"
"mig",-9.594,0.62,201683,4,0.0824,0.374,"lent","acustic",0.026,1,"sense_veu",1,60,"4"
"en_viu",-7.064,0.585,230408,4,0.654,0.7,"lent","acustic",0.0906,7,"sense_veu",0,35,"4"
"en_viu",-8.026,0.761,215917,4,0.786,0.701,"lent","mig_acustic",0.0559,6,"sense_veu",0,60,"4"
"en_viu",-7.716,0.782,146484,4,0.642,0.591,"mitjà","no_acustic",0.039,9,"sense_veu",0,23,"4"
"mig",-4.987,0.341,204013,4,0.33,0.714,"ràpid","mig_acustic",0.129,7,"sense_veu",0,79,"4"
"gravada",-6.546,0.58,358426,4,0.524,0.602,"mitjà","no_acustic",0.0442,9,"sense_veu",1,32,"4"
"gravada",-7.979,0.78,225199,4,0.543,0.615,"lent","mig_acustic",0.244,11,"sense_veu",0,91,"4"
"gravada",-6.924,0.749,234373,4,0.798,0.637,"lent","mig_acustic",0.0764,7,"sense_veu",1,68,"4"
"en_viu",-11.169,0.696,225199,4,0.518,0.702,"ràpid","mig_acustic",0.0389,4,"sense_veu",1,69,"4"
"mig",-13.717,0.805,278655,5,0.173,0.385,"lent","mig_acustic",0.239,8,"sense_veu",1,57,"5"
"gravada",-7.906,0.575,199226,4,0.376,0.605,"mitjà","mig_acustic",0.0439,10,"sense_veu",0,92,"4"
"gravada",-8.591,0.791,210666,4,0.496,0.439,"ràpid","acustic",0.115,10,"sense_veu",1,28,"4"
"mig",-9.428,0.86,266997,4,0.489,0.381,"lent","acustic",0.0321,10,"sense_veu",1,63,"4"
"mig",-9.275,0.669,180005,4,0.176,0.462,"mitjà","acustic",0.0549,2,"sense_veu",1,66,"4"
"en_viu",-4.084,0.507,247504,4,0.336,0.685,"mitjà","no_acustic",0.141,2,"sense_veu",0,34,"4"
"en_viu",-10.109,0.651,222426,4,0.287,0.261,"lent","acustic",0.0266,1,"sense_veu",1,40,"4"
"gravada",-4.068,0.638,188138,4,0.305,0.807,"lent","mig_acustic",0.066,9,"sense_veu",1,8,"4"
"en_viu",-7.093,0.504,230333,4,0.349,0.801,"ràpid","no_acustic",0.0574,11,"sense_veu",1,28,"4"
"gravada",-3.544,0.481,258826,4,0.746,0.922,"ràpid","no_acustic",0.064,3,"sense_veu",1,57,"4"
"gravada",-10.19,0.64,176571,4,0.288,0.667,"mitjà","no_acustic",0.289,11,"molta_veu",0,58,"4"
"en_viu",-7.811,0.6,179640,4,0.661,0.734,"mitjà","no_acustic",0.163,4,"sense_veu",1,46,"4"
"en_viu",-2.451,0.729,162306,4,0.263,0.771,"mitjà","no_acustic",0.156,4,"sense_veu",1,69,"4"
"en_viu",-3.883,0.408,272665,4,0.291,0.953,"ràpid","no_acustic",0.226,7,"sense_veu",1,1,"4"
"en_viu",-5.77,0.666,203480,4,0.734,0.876,"lent","mig_acustic",0.0362,2,"sense_veu",1,9,"4"
"gravada",-5.48,0.59,178131,4,0.4,0.678,"mitjà","no_acustic",0.0254,5,"sense_veu",1,71,"4"
"en_viu",-4.408,0.714,135920,4,0.834,0.566,"mitjà","mig_acustic",0.056,8,"sense_veu",1,74,"4"
"en_viu",-5.78,0.814,184950,4,0.372,0.727,"mitjà","no_acustic",0.0442,1,"sense_veu",1,51,"4"
"gravada",-8.329,0.567,182224,4,0.0351,0.262,"lent","mig_acustic",0.132,10,"sense_veu",0,53,"4"
"mig",-9.674,0.698,160000,4,0.824,0.661,"ràpid","acustic",0.0416,0,"sense_veu",1,58,"4"
"mig",-10.49,0.605,250001,3,0.29,0.335,"ràpid","acustic",0.0256,4,"sense_veu",1,76,"3"
"mig",-9.096,0.791,376600,4,0.901,0.617,"mitjà","no_acustic",0.0309,2,"poca_veu",1,37,"4"
"gravada",-9.539,0.845,267152,4,0.694,0.383,"mitjà","no_acustic",0.0567,10,"poca_veu",1,54,"4"
"en_viu",-4.152,0.522,271400,4,0.818,0.85,"ràpid","no_acustic",0.0488,2,"sense_veu",1,1,"4"
"mig",-4.909,0.657,210221,4,0.311,0.639,"mitjà","mig_acustic",0.155,0,"sense_veu",1,59,"4"
"gravada",-6.237,0.438,240800,4,0.564,0.942,"mitjà","no_acustic",0.0624,1,"sense_veu",1,78,"4"
"en_viu",-8.332,0.614,283297,3,0.856,0.519,"lent","acustic",0.103,9,"sense_veu",0,8,"3"
"mig",-9.343,0.554,217633,4,0.281,0.37,"lent","mig_acustic",0.0439,10,"sense_veu",1,73,"4"
"gravada",-9.381,0.458,246000,4,0.16,0.233,"mitjà","acustic",0.0318,0,"sense_veu",1,63,"4"
"mig",-9.506,0.822,402426,4,0.534,0.373,"lent","mig_acustic",0.0558,2,"sense_veu",1,72,"4"
"en_viu",-3.179,0.547,254805,4,0.424,0.915,"ràpid","no_acustic",0.0992,5,"sense_veu",1,46,"4"
"mig",-7.113,0.493,195676,4,0.458,0.445,"lent","acustic",0.0364,7,"sense_veu",1,47,"4"
"gravada",-3.585,0.277,207982,3,0.352,0.923,"mitjà","no_acustic",0.0475,9,"sense_veu",0,37,"3"
"mig",-6.702,0.845,200265,4,0.721,0.668,"mitjà","mig_acustic",0.0447,1,"sense_veu",0,78,"4"
"mig",-7.702,0.805,200666,4,0.545,0.496,"mitjà","mig_acustic",0.0595,0,"sense_veu",1,50,"4"
"mig",-11.351,0.773,199426,4,0.327,0.211,"lent","acustic",0.0466,0,"sense_veu",1,65,"4"
"mig",-8.865,0.586,225611,4,0.556,0.603,"mitjà","no_acustic",0.0402,4,"sense_veu",0,51,"4"
"mig",-6.784,0.429,179857,4,0.346,0.564,"lent","no_acustic",0.0268,11,"sense_veu",1,72,"4"
"gravada",-4.566,0.764,215151,4,0.674,0.719,"mitjà","mig_acustic",0.283,11,"sense_veu",0,83,"4"
"en_viu",-4.231,0.736,226226,4,0.442,0.823,"mitjà","no_acustic",0.0298,11,"sense_veu",1,54,"4"
"mig",-6.127,0.331,205160,3,0.188,0.592,"ràpid","mig_acustic",0.0371,1,"sense_veu",1,71,"3"
"mig",-7.972,0.651,160183,4,0.425,0.711,"mitjà","mig_acustic",0.0378,3,"sense_veu",0,60,"4"
"gravada",-8.906,0.923,217846,4,0.849,0.498,"ràpid","mig_acustic",0.271,10,"sense_veu",0,46,"4"
"gravada",-11.263,0.589,263826,4,0.222,0.293,"mitjà","acustic",0.0402,6,"sense_veu",1,76,"4"
"en_viu",-6.702,0.647,155600,4,0.942,0.8,"ràpid","mig_acustic",0.151,7,"sense_veu",1,62,"4"
"mig",-5.531,0.639,178456,4,0.318,0.429,"mitjà","mig_acustic",0.0277,4,"sense_veu",1,58,"4"
"mig",-7.055,0.621,148365,4,0.517,0.649,"ràpid","mig_acustic",0.542,10,"sense_veu",0,17,"4"
"mig",-16.254,0.532,195906,4,0.268,0.309,"lent","acustic",0.0384,4,"sense_veu",0,57,"4"
"mig",-14.31,0.573,168866,4,0.256,0.304,"lent","acustic",0.164,5,"sense_veu",1,1,"4"
"en_viu",-4.141,0.67,130293,4,0.285,0.724,"lent","acustic",0.361,11,"sense_veu",1,69,"4"
"gravada",-7.619,0.667,222641,4,0.0758,0.789,"mitjà","no_acustic",0.0362,1,"molta_veu",1,57,"4"
"mig",-5.448,0.765,202346,3,0.242,0.714,"lent","acustic",0.0328,7,"sense_veu",1,65,"3"
"mig",-7.186,0.685,161480,4,0.214,0.316,"mitjà","acustic",0.0438,5,"sense_veu",1,49,"4"
"en_viu",-4.069,0.608,247480,4,0.835,0.727,"mitjà","no_acustic",0.0709,3,"sense_veu",1,40,"4"
"gravada",-6.273,0.61,241607,4,0.42,0.785,"lent","mig_acustic",0.0593,9,"sense_veu",0,61,"4"
"en_viu",-7.734,0.802,283297,4,0.621,0.564,"mitjà","no_acustic",0.111,11,"poca_veu",1,0,"4"
"gravada",-14.635,0.589,224287,4,0.0608,0.321,"lent","acustic",0.0355,1,"sense_veu",1,48,"4"
"gravada",-6.916,0.967,215625,4,0.964,0.583,"mitjà","mig_acustic",0.246,7,"sense_veu",0,77,"4"
"en_viu",-4.499,0.822,241933,4,0.709,0.753,"mitjà","no_acustic",0.0332,9,"sense_veu",1,68,"4"
"en_viu",-4.568,0.86,197770,4,0.321,0.66,"lent","mig_acustic",0.208,1,"sense_veu",1,58,"4"
"gravada",-12.058,0.694,248519,4,0.359,0.109,"mitjà","acustic",0.0375,2,"sense_veu",1,55,"4"
"gravada",-11.923,0.584,188093,4,0.657,0.525,"lent","acustic",0.0686,3,"sense_veu",1,15,"4"
"en_viu",-6.061,0.805,281560,4,0.591,0.445,"lent","acustic",0.0589,2,"sense_veu",1,86,"4"
"mig",-6.71,0.724,210986,4,0.0608,0.576,"mitjà","no_acustic",0.0483,10,"sense_veu",0,47,"4"
"gravada",-7.762,0.733,204985,4,0.592,0.557,"mitjà","no_acustic",0.0738,9,"sense_veu",1,64,"4"
"gravada",-11.889,0.759,279973,4,0.096,0.421,"ràpid","no_acustic",0.152,1,"sense_veu",1,51,"4"
"gravada",-9.731,0.699,183454,4,0.484,0.583,"mitjà","mig_acustic",0.0837,6,"sense_veu",0,68,"4"
"mig",-3.691,0.539,301706,4,0.627,0.909,"mitjà","no_acustic",0.0342,8,"sense_veu",1,59,"4"
"en_viu",-4.666,0.552,204150,4,0.656,0.874,"ràpid","no_acustic",0.169,11,"sense_veu",1,81,"4"
"gravada",-8.473,0.684,189840,4,0.71,0.677,"ràpid","mig_acustic",0.101,4,"sense_veu",1,59,"4"
"en_viu",-4.331,0.685,279346,4,0.393,0.755,"lent","acustic",0.0422,10,"sense_veu",0,66,"4"
"mig",-7.124,0.456,202215,4,0.282,0.893,"ràpid","no_acustic",0.0412,7,"sense_veu",1,3,"4"
"mig",-4.432,0.963,303433,4,0.503,0.677,"lent","mig_acustic",0.114,0,"sense_veu",1,61,"4"
"gravada",-4.277,0.522,304786,4,0.763,0.761,"mitjà","no_acustic",0.0354,1,"sense_veu",1,45,"4"
"en_viu",-7.301,0.561,192826,4,0.52,0.761,"mitjà","no_acustic",0.0309,0,"molta_veu",1,3,"4"
"en_viu",-9.829,0.631,185491,4,0.0611,0.67,"ràpid","no_acustic",0.0311,3,"sense_veu",1,67,"4"
"en_viu",-6.374,0.877,185186,4,0.962,0.836,"ràpid","acustic",0.0541,6,"sense_veu",0,32,"4"
"mig",-8.999,0.799,216752,4,0.534,0.373,"lent","mig_acustic",0.0558,7,"sense_veu",1,72,"4"
"gravada",-7.108,0.733,230408,4,0.864,0.617,"lent","mig_acustic",0.0698,10,"sense_veu",0,79,"4"
"en_viu",-11.291,0.699,291178,4,0.813,0.698,"mitjà","acustic",0.0345,5,"sense_veu",1,3,"4"
"en_viu",-6.876,0.548,250285,4,0.0916,0.804,"ràpid","no_acustic",0.165,5,"poca_veu",1,22,"4"
"en_viu",-9.163,0.445,186463,4,0.159,0.357,"ràpid","mig_acustic",0.0442,7,"sense_veu",1,72,"4"
"en_viu",-4.438,0.467,159462,4,0.213,0.784,"mitjà","mig_acustic",0.0778,0,"sense_veu",0,63,"4"
"gravada",-6.35,0.818,244386,4,0.174,0.54,"lent","no_acustic",0.0544,6,"sense_veu",0,94,"4"
"mig",-4.78,0.75,262450,4,0.55,0.914,"ràpid","no_acustic",0.0935,1,"sense_veu",1,46,"4"
"en_viu",-5.931,0.607,238160,4,0.567,0.629,"ràpid","acustic",0.622,11,"sense_veu",1,72,"4"
"mig",-2.416,0.604,200624,4,0.225,0.796,"mitjà","no_acustic",0.0597,1,"sense_veu",1,58,"4"
"mig",-5.931,0.902,220213,4,0.643,0.522,"mitjà","mig_acustic",0.0501,9,"sense_veu",0,42,"4"
"en_viu",-3.989,0.722,200170,4,0.79,0.88,"lent","mig_acustic",0.24,2,"sense_veu",1,64,"4"
"gravada",-5.929,0.716,189334,4,0.768,0.869,"mitjà","no_acustic",0.0694,8,"sense_veu",1,38,"4"
"en_viu",-8.444,0.955,158769,4,0.904,0.492,"mitjà","mig_acustic",0.0646,8,"sense_veu",1,0,"4"
"gravada",-4.909,0.849,207430,4,0.5,0.699,"mitjà","mig_acustic",0.363,4,"sense_veu",0,0,"4"
"en_viu",-5.244,0.83,194363,4,0.795,0.787,"mitjà","mig_acustic",0.102,8,"sense_veu",1,70,"4"
"gravada",-6.916,0.684,119332,4,0.914,0.748,"mitjà","no_acustic",0.0647,4,"sense_veu",0,2,"4"
"gravada",-14.244,0.763,261733,4,0.715,0.364,"ràpid","acustic",0.0559,7,"sense_veu",1,53,"4"
"gravada",-13.598,0.346,299000,4,0.439,0.572,"ràpid","acustic",0.118,9,"sense_veu",0,42,"4"
"en_viu",-2.744,0.521,225760,4,0.707,0.921,"ràpid","no_acustic",0.0382,9,"sense_veu",1,14,"4"
"mig",-11.036,0.655,204326,4,0.436,0.312,"ràpid","acustic",0.0467,5,"sense_veu",1,49,"4"
"gravada",-15.46,0.55,155266,4,0.937,0.49,"ràpid","mig_acustic",0.0357,7,"sense_veu",1,53,"4"
"mig",-6.074,0.679,188026,4,0.575,0.684,"lent","mig_acustic",0.0493,7,"sense_veu",1,63,"4"
"gravada",-19.16,0.105,163533,4,0.0735,0.186,"lent","acustic",0.0358,5,"sense_veu",1,47,"4"
"gravada",-8.553,0.693,257826,3,0.526,0.624,"mitjà","mig_acustic",0.259,11,"sense_veu",0,44,"3"
"gravada",-7.825,0.788,151990,4,0.881,0.469,"mitjà","acustic",0.0347,1,"sense_veu",1,43,"4"
"gravada",-9.484,0.563,273437,4,0.369,0.31,"lent","acustic",0.0343,2,"sense_veu",1,62,"4"
"en_viu",-11.155,0.335,265108,4,0.563,0.314,"mitjà","acustic",0.0411,8,"sense_veu",1,70,"4"
"en_viu",-6.211,0.813,178732,4,0.9,0.869,"mitjà","acustic",0.133,7,"sense_veu",1,45,"4"
"mig",-5.566,0.641,208400,4,0.723,0.914,"lent","mig_acustic",0.05,0,"sense_veu",1,27,"4"
