"liveness","loudness","danceability","song_duration_ms","time_signature","audio_valence","energy","tempo","acousticness","speechiness","key","instrumentalness","audio_mode","song_popularity"
0.218331994316988,-8.768,0.625,12.1572552309895,"4",0.555,0.869,98.027,"Baixa","Molt Alta","1","No","1",70
0.0796426276521967,-5.881,0.621,12.2693572558501,"4",0.78,0.861,104.034,"Baixa","Molt Baixa","11","Si","1",83
0.0892921074787618,-8.308,0.462,13.262473085389,"4",0.53,0.701,108.37,"Mitjana","Molt Baixa","2","Si","1",43
0.154436353304419,-7.114,0.755,12.0717409327349,"4",0.374,0.625,147.02,"Mitjana","Alta","2","No","1",87
0.169742774587094,-3.833,0.416,11.9427839539115,"4",0.677,0.921,115.072,"Mitjana","Mitjana","8","Si","1",55
0.0520230280671519,-5.066,0.593,12.1960223096767,"4",0.477,0.829,160.012,"Baixa","Alta","7","Si","1",42
0.136277618292548,-6.442,0.669,12.1879086749025,"4",0.0632,0.886,132.285,"Baixa","Molt Baixa","4","Si","0",95
0.178146185383474,-3.95,0.675,12.0865230504261,"4",0.657,0.907,141.988,"Baixa","Mitjana","10","No","0",67
0.131028262406404,-9.096,0.799,12.5455866797622,"4",0.816,0.878,95.01,"Mitjana","Molt Baixa","1","Si","1",71
0.0900235026475885,-4.807,0.793,12.5986990220357,"4",0.35,0.892,137.35,"Baixa","Molt Alta","0","Si","0",59
0.56531380905006,-4.127,0.539,12.3488431012654,"4",0.752,0.884,100.812,"Mitjana","Baixa","9","Si","1",73
0.151002873536527,-4.882,0.515,12.1056830874979,"4",0.319,0.693,146.067,"Mitjana","Mitjana","6","Si","0",90
0.337899788612398,-7.755,0.502,12.1494282172241,"4",0.47,0.792,159.885,"Mitjana","Molt Alta","1","Si","0",59
0.0779790413165886,-4.411,0.736,12.3677364595209,"4",0.913,0.954,115.151,"Baixa","Baixa","4","Si","1",59
0.605953968857568,-1.976,0.468,12.1827477222263,"4",0.698,0.939,176.075,"Mitjana","Alta","11","Si","0",51
0.112435429329788,-7.552,0.489,11.8606413965372,"4",0.946,0.64,133.922,"Mitjana","Baixa","3","Si","1",39
0.0641947120419968,-8.227,0.564,12.1210919326187,"4",0.633,0.677,176.405,"Mitjana","Mitjana","4","Si","1",47
0.120446153075867,-7.711,0.728,12.7838089745788,"4",0.967,0.901,125.148,"Mitjana","Mitjana","6","Si","1",77
0.133656384812674,-5.721,0.606,12.2402131686499,"4",0.435,0.758,116.043,"Baixa","Molt Baixa","5","Si","0",49
0.150142658429719,-4.296,0.916,11.9316357998284,"4",0.832,0.63,149.989,"Mitjana","Molt Alta","4","No","1",90
0.090206267886149,-12.751,0.684,12.2184951655287,"4",0.346,0.296,119.992,"Alta","Molt Baixa","6","No","1",54
0.113328685307003,-9.594,0.62,12.2144524368008,"4",0.641,0.374,125.048,"Alta","Molt Baixa","1","No","1",60
0.248421358498478,-7.064,0.585,12.1257298928476,"4",0.654,0.7,103.78,"Alta","Molt Alta","4","Si","0",35
0.268499253035007,-7.255,0.761,12.2826493535605,"4",0.786,0.701,99.982,"Baixa","Mitjana","6","Si","0",60
0.353469812989784,-7.716,0.782,11.8946714864578,"4",0.642,0.591,105.049,"Baixa","Baixa","9","Si","0",23
0.144100343973757,-4.987,0.646,12.2259389962862,"4",0.33,0.714,175.924,"Baixa","Alta","7","No","1",79
0.0797349680188536,-6.546,0.56,12.7894775020945,"4",0.524,0.843,126.682,"Baixa","Baixa","9","Si","1",32
0.0921232888758058,-7.979,0.748,12.3247397347405,"4",0.543,0.615,98.056,"Alta","Molt Alta","1","No","0",91
0.0841573080067233,-6.924,0.749,12.3646691423371,"4",0.798,0.637,99.951,"Baixa","Alta","7","No","1",68
0.166361537215225,-11.169,0.659,12.3646691423371,"4",0.518,0.479,136.543,"Mitjana","Baixa","0","Si","1",69
0.116893751471499,-6.945,0.805,12.5377297364936,"4",0.173,0.385,120.372,"Mitjana","Molt Alta","6","Si","1",57
0.0872780081070606,-7.906,0.575,12.2021951377037,"4",0.544,0.518,125.148,"Baixa","Baixa","8","Si","1",92
0.094673613602681,-8.591,0.899,12.2580292198989,"4",0.907,0.439,167.908,"Alta","Alta","10","Si","1",28
0.0944006754214843,-9.428,0.702,12.4949927013642,"4",0.489,0.381,135.972,"Alta","Molt Baixa","10","No","1",63
0.115112807100505,-9.275,0.669,12.1007399072643,"4",0.176,0.449,120.045,"Baixa","Mitjana","2","Si","1",66
0.151002873536527,-4.084,0.507,12.4191820224764,"4",0.336,0.808,128.015,"Baixa","Alta","8","No","1",34
0.263133199530368,-8.683,0.651,12.3583902176703,"4",0.287,0.261,104.116,"Mitjana","Molt Baixa","1","No","1",40
0.0710174872352803,-4.068,0.638,12.1449310150878,"4",0.305,0.807,129.983,"Mitjana","Mitjana","9","No","1",8
0.46373401623214,-7.093,0.504,12.3472813669026,"4",0.347,0.801,123.23,"Baixa","Mitjana","11","Si","0",28
0.0926703348413082,-5.286,0.481,11.9473019165728,"4",0.901,0.922,128.045,"Baixa","Mitjana","3","Si","0",57
0.0721345977591991,-10.19,0.64,12.3457476276027,"4",0.288,0.667,122.994,"Baixa","Alta","11","Si","0",58
0.302324349188651,-7.811,0.6,12.0987101272017,"4",0.616,0.734,132.082,"Baixa","Molt Alta","0","Si","1",46
0.0971267107307227,-2.451,0.729,12.1597459445421,"4",0.786,0.771,125.011,"Baixa","Molt Baixa","4","No","1",69
0.291175961706037,-3.883,0.408,12.5159992144287,"4",0.291,0.953,177.94,"Baixa","Molt Alta","7","No","1",1
0.285930539412975,-5.77,0.666,12.2233229989367,"4",0.734,0.876,84.979,"Baixa","Mitjana","7","No","1",9
0.0683126401820873,-5.48,0.59,12.0902745136483,"4",0.4,0.678,126.061,"Baixa","Alta","4","Si","0",71
0.451075619360217,-4.408,0.714,11.8198217563458,"4",0.649,0.566,113.074,"Mitjana","Mitjana","9","Si","1",74
0.491642804349217,-5.78,0.744,12.1278407972606,"4",0.372,0.727,128.091,"Baixa","Baixa","1","No","0",51
0.0552454742259785,-8.329,0.876,12.1129919785141,"4",0.13,0.458,91.998,"Mitjana","Alta","10","Si","0",53
0.0853516670995037,-9.674,0.698,11.982929094216,"4",0.824,0.661,131.808,"Alta","Baixa","9","No","1",58
0.0927614800813111,-10.49,0.605,12.4292201968364,"4",0.282,0.335,141.839,"Alta","Baixa","5","Si","1",76
0.131905070879939,-9.096,0.791,12.8389388952052,"4",0.901,0.931,144.028,"Baixa","Molt Alta","2","No","1",37
0.0980337402713654,-9.539,0.845,12.4955730637887,"4",0.694,0.694,94.255,"Baixa","Mitjana","9","Si","1",54
0.324255052682621,-4.152,0.386,12.3938211166169,"4",0.556,0.85,150.092,"Baixa","Mitjana","2","No","1",1
0.129272335704139,-4.909,0.657,12.2559146372874,"4",0.311,0.764,121.983,"Baixa","Alta","0","No","1",59
0.63710578967632,-6.237,0.438,12.3917219924168,"4",0.564,0.79,156.031,"Baixa","Mitjana","3","Si","1",78
0.0899321075006072,-8.332,0.77,12.5542510962814,"3",0.856,0.519,80.241,"Mitjana","Alta","0","Si","0",8
0.0932170817111338,-9.343,0.554,12.2905654368773,"4",0.281,0.54,100.017,"Baixa","Baixa","3","Si","1",73
0.0962188577405429,-9.381,0.716,12.4130868149145,"4",0.16,0.233,129.759,"Alta","Molt Baixa","0","Si","1",63
0.115112807100505,-11.807,0.705,12.1661460833241,"4",0.534,0.373,98.035,"Mitjana","Mitjana","8","No","1",72
0.31042155942127,-3.179,0.661,12.0984874348502,"4",0.683,0.915,147.233,"Mitjana","Alta","8","Si","1",46
0.104360015324243,-7.113,0.493,12.1842155091749,"4",0.557,0.445,81.581,"Alta","Baixa","7","No","1",47
0.0787187547113907,-3.585,0.54,12.2452068164772,"4",0.352,0.923,122.998,"Baixa","Mitjana","9","Si","0",37
0.115112807100505,-6.702,0.845,12.2073967684923,"4",0.721,0.668,114.145,"Baixa","Baixa","1","Si","1",78
0.117783035656383,-7.702,0.805,11.9386440791056,"4",0.545,0.496,126.104,"Alta","Mitjana","8","No","1",50
0.10345870836823,-11.981,0.688,12.2031985191832,"4",0.327,0.211,118.003,"Alta","Baixa","0","Si","1",65
0.129272335704139,-8.865,0.586,12.3265675562826,"4",0.556,0.603,95.031,"Baixa","Baixa","4","Si","0",51
0.120446153075867,-6.784,0.429,12.3087465554927,"4",0.288,0.564,113.993,"Baixa","Molt Baixa","11","Si","0",72
0.0945826424859478,-4.566,0.746,12.279095386176,"4",0.674,0.759,130.04,"Mitjana","Molt Alta","11","No","0",83
0.285178942233662,-4.231,0.736,12.3292897785875,"4",0.442,0.823,124.954,"Baixa","Molt Alta","0","Si","1",54
0.10345870836823,-6.127,0.331,12.2315454415032,"3",0.346,0.592,72.579,"Baixa","Baixa","1","No","1",71
0.0673782353299481,-4.8,0.651,12.0031054261857,"4",0.425,0.711,125.089,"Mitjana","Baixa","3","No","0",60
0.0530667209366922,-9.731,0.923,12.4398237374305,"4",0.849,0.498,139.032,"Alta","Molt Alta","2","No","0",46
0.0821328295385223,-7.495,0.642,12.4830450739235,"4",0.419,0.646,120.002,"Mitjana","Baixa","11","Si","1",76
0.0862694351521758,-2.337,0.647,12.4292161968444,"4",0.942,0.8,117.937,"Baixa","Baixa","7","No","0",62
0.105260510657493,-5.531,0.639,12.0920973512166,"4",0.318,0.447,72.988,"Mitjana","Molt Baixa","4","Si","1",58
0.105260510657493,-7.055,0.621,12.5063735150132,"4",0.517,0.522,106.029,"Mitjana","Molt Alta","10","Si","0",17
0.12751332029896,-16.254,0.565,12.185390231335,"4",0.376,0.309,115.062,"Alta","Baixa","11","Si","0",57
0.105260510657493,-14.31,0.573,12.6142008710578,"4",0.256,0.304,102.686,"Mitjana","Baixa","10","Si","1",1
0.34500713907105,-4.141,0.67,11.7775410394903,"4",0.285,0.724,122.967,"Alta","Molt Alta","11","No","1",69
0.0689662044647229,-7.619,0.667,12.3133158877456,"4",0.0758,0.789,100.014,"Baixa","Baixa","1","Si","1",57
0.108854404912082,-4.811,0.592,12.2177343823794,"3",0.242,0.714,94.082,"Mitjana","Molt Baixa","7","No","1",65
0.121332285167525,-6.184,0.685,12.3506533935719,"4",0.214,0.316,126.063,"Mitjana","Baixa","5","Si","1",49
0.219938420365261,-12.203,0.608,12.4190850496449,"4",0.835,0.727,127.172,"Mitjana","Mitjana","3","Si","1",40
0.0944916630927176,-6.273,0.61,12.395067718133,"4",0.42,0.785,100.736,"Mitjana","Mitjana","9","No","1",61
0.268499253035007,-7.734,0.802,12.2123031952808,"4",0.621,0.564,139.924,"Baixa","Alta","11","Si","0",0
0.0861776962410523,-6.641,0.589,12.3206817607368,"4",0.0632,0.321,90.036,"Alta","Molt Baixa","1","No","1",48
0.175632568643158,-5.967,0.967,12.0472937721187,"4",0.964,0.583,125.978,"Baixa","Mitjana","7","No","0",77
0.197210169287705,-4.499,0.822,12.396416107302,"4",0.709,0.753,118.982,"Baixa","Molt Baixa","7","Si","1",68
0.104360015324243,-4.568,0.86,12.7826860098342,"4",0.321,0.66,93.967,"Mitjana","Molt Alta","1","Si","1",58
0.279145741429495,-5.687,0.694,12.4232745803485,"4",0.359,0.713,140.127,"Baixa","Mitjana","2","No","1",55
0.0923056707840261,-11.923,0.584,12.1446918003489,"4",0.657,0.525,102.174,"Alta","Mitjana","3","Si","1",15
0.168898536461814,-6.061,0.743,12.5481008477221,"4",0.591,0.445,78.998,"Mitjana","Molt Baixa","2","No","1",86
0.113328685307003,-6.71,0.724,12.259547059546,"4",0.0632,0.576,97.456,"Baixa","Mitjana","10","Si","0",47
0.0708311807605914,-7.762,0.74,12.2091877884303,"4",0.592,0.557,108.002,"Baixa","Alta","0","Si","1",64
0.0671912495403233,-11.889,0.737,12.5424484489304,"4",0.096,0.271,131.717,"Baixa","Alta","1","No","1",51
0.0870947068509338,-9.731,0.699,12.0499625472959,"4",0.484,0.583,109.001,"Mitjana","Baixa","6","No","1",68
0.120446153075867,-2.977,0.539,12.6172083122547,"4",0.627,0.909,115.977,"Baixa","Molt Baixa","8","Si","1",59
0.0646635133257221,-4.666,0.729,12.2266102967477,"4",0.798,0.816,152.914,"Baixa","Molt Alta","0","Si","1",81
0.1414995622737,-8.473,0.624,12.3167191656172,"4",0.71,0.684,192.147,"Baixa","Molt Alta","4","Si","1",59
0.188966099512623,-4.331,0.807,12.5402064358301,"4",0.561,0.755,152.869,"Mitjana","Baixa","11","Si","0",66
0.114221144090023,-7.124,0.456,12.529361939176,"4",0.282,0.893,92.082,"Baixa","Baixa","7","Si","1",3
0.0902976379807806,-8.789,0.963,12.2057926063229,"4",0.503,0.677,102.482,"Baixa","Alta","0","Si","1",61
0.539413080617903,-4.277,0.454,12.6273651699812,"4",0.763,0.761,130.007,"Baixa","Molt Baixa","1","No","1",45
0.29266961396282,-7.301,0.561,12.3858325908639,"4",0.52,0.824,122.571,"Baixa","Molt Baixa","0","Si","1",3
0.306013029136504,-9.829,0.631,12.1307616423324,"4",0.0632,0.67,144.983,"Baixa","Mitjana","3","Si","1",67
0.198850858745165,-5.508,0.57,12.1291160043844,"4",0.962,0.836,133.521,"Alta","Mitjana","6","Si","0",32
0.153579087928301,-8.999,0.799,12.2767780497954,"4",0.534,0.373,137.132,"Mitjana","Mitjana","7","No","1",72
0.0681258290476004,-7.108,0.596,12.3476069294233,"4",0.864,0.774,75.422,"Alta","Baixa","10","Si","0",79
0.217527812528574,-11.291,0.699,12.5816900430001,"4",0.813,0.698,107.15,"Mitjana","Molt Baixa","7","Si","1",3
0.238229188732251,-6.876,0.654,12.4303555475378,"4",0.875,0.804,140.078,"Baixa","Baixa","5","Si","1",22
0.304539189518204,-9.163,0.445,12.1359881069629,"4",0.159,0.357,147.062,"Mitjana","Molt Baixa","7","No","1",72
0.297137231222536,-7.137,0.442,11.9795609283082,"4",0.213,0.574,127.858,"Baixa","Alta","0","Si","0",63
0.0944006754214843,-6.35,0.818,11.5999285085918,"4",0.174,0.54,97.064,"Baixa","Mitjana","6","Si","0",94
0.124868982045869,-4.78,0.741,12.4778158666804,"4",0.55,0.914,175.152,"Baixa","Molt Alta","1","Si","1",46
0.184818436992542,-5.931,0.607,12.3806979956897,"4",0.567,0.629,92.082,"Mitjana","Molt Alta","11","No","1",72
0.100749903100143,-2.416,0.604,12.2091877884303,"4",0.225,0.796,127.966,"Baixa","Mitjana","1","Si","0",58
0.250758718347183,-5.931,0.902,12.302350538767,"4",0.903,0.522,147.989,"Mitjana","Mitjana","9","Si","0",42
0.280657457514816,-3.989,0.722,12.2069222844848,"4",0.79,0.88,99.895,"Mitjana","Molt Alta","10","Si","0",64
0.0443995872966844,-5.551,0.716,12.1512679301557,"4",0.768,0.869,113.027,"Baixa","Mitjana","8","No","1",38
0.348541960708543,-8.444,0.955,11.9752055946326,"4",0.904,0.492,130.062,"Baixa","Alta","8","No","1",0
0.0832375985700556,-6.463,0.849,12.2425492123402,"4",0.5,0.729,122.948,"Mitjana","Molt Alta","11","No","1",0
0.22872792960811,-5.244,0.547,12.395067718133,"4",0.652,0.787,122.058,"Mitjana","Alta","8","No","1",70
0.0686861577884469,-6.916,0.684,12.7220828063277,"4",0.914,0.689,119.993,"Baixa","Molt Baixa","4","Si","0",2
0.109750863959119,-14.244,0.763,12.4028475805441,"4",0.715,0.364,137.132,"Alta","Mitjana","4","Si","1",53
0.055907631938296,-13.598,0.346,12.6081988523728,"4",0.439,0.572,92.082,"Mitjana","Alta","9","No","1",42
0.207826847202316,-2.744,0.521,12.3272277670866,"4",0.707,0.921,98.027,"Mitjana","Baixa","0","Si","1",14
0.0998453349697161,-11.036,0.655,12.4028475805441,"4",0.436,0.43,150.407,"Alta","Baixa","5","No","1",49
0.0708311807605914,-15.46,0.781,11.9528950540668,"4",0.937,0.49,86.557,"Mitjana","Baixa","7","Si","1",53
0.144100343973757,-6.074,0.679,12.1443355301222,"4",0.575,0.657,99.983,"Mitjana","Mitjana","9","No","1",63
0.0657877405380031,-19.16,0.395,12.0047700838159,"4",0.0735,0.223,104.238,"Alta","Molt Baixa","5","Si","1",47
0.063819512712954,-7.005,0.693,12.4600402177766,"3",0.526,0.624,113.999,"Mitjana","Mitjana","11","Si","0",44
0.0962188577405429,-8.28,0.788,11.9315700081905,"4",0.881,0.469,120.013,"Alta","Molt Baixa","1","Si","1",43
0.0971267107307227,-9.484,0.563,12.518826526961,"4",0.369,0.31,72.988,"Mitjana","Molt Baixa","2","No","1",62
0.258510695151501,-11.155,0.335,12.4878925691134,"4",0.161,0.314,122.446,"Alta","Baixa","8","Si","1",70
